Config(simulationDelay=10, popSize=1000, elitismPercentage=0.15, tournamentSize=3, tournamentAmount=36, maxGenerations=2000, maxStagnation=100, crossoverSwapAmount=2, crossoverChance=0.73, mutationChance=0.45), Dimensions(width=2100, height=1050, doorX=750, doorHeight=700, doorWidth=500)
0,260,206
1,216,337
2,216,462
3,15,584
4,15,719
5,15,806
6,15,919
7,15,994
8,15,1065
9,15,1137
10,15,1210
11,15,1291
12,15,1375
13,15,1457
14,15,1558
15,15,1638
16,15,1736
17,15,1851
18,15,1988
19,15,2090
20,15,2170
21,15,2247
22,15,2322
23,15,2398
24,15,2472
25,15,2543
26,15,2612
27,15,2686
28,15,2754
29,15,2832
30,15,2904
31,15,3024
