Config(simulationDelay=0, popSize=3000, elitismPercentage=0.15, tournamentSize=3, tournamentAmount=36, maxGenerations=6000, maxStagnation=2000, crossoverSwapAmount=4, crossoverChance=0.73, mutationChance=0.45), Dimensions(width=2100, height=1050, doorX=750, doorHeight=700, doorWidth=500)
0,61344,344
1,52796,605
2,46344,827
3,46344,976
4,45210,1115
5,36231,1305
6,36231,1459
7,33806,1638
8,32017,1822
9,28840,2075
10,26868,2265
11,26868,2387
12,26868,2491
13,26868,2610
14,26868,2736
15,26297,2934
16,26297,3086
17,26216,3295
18,23994,3468
19,23994,3581
20,23994,3689
21,23072,3826
22,23072,4006
23,23072,4105
24,18789,4228
25,18789,4330
26,18789,4493
27,18789,4588
28,18789,4686
29,18789,4785
30,18789,4888
31,18789,5027
32,18789,5133
33,18722,5259
34,18494,5382
35,18494,5480
36,18494,5588
37,17957,5760
38,17166,5904
39,17166,6051
40,17166,6195
41,15826,6336
42,15826,6479
43,15826,6584
44,15826,6696
45,15826,6810
46,15826,6938
47,15826,7062
48,15826,7167
49,15826,7314
50,14441,7496
51,14441,7685
52,14441,7881
53,14441,8014
54,14441,8164
55,13448,8308
56,13448,8430
57,13448,8541
58,13448,8641
59,13448,8760
60,13448,8885
61,13448,9036
62,13448,9168
63,13448,9365
64,13448,9509
65,13448,9721
66,13188,9960
67,13188,10268
68,12650,10576
69,12650,10979
70,12650,11263
71,12498,11444
72,12498,11623
73,12498,11756
74,12498,11886
75,12028,12040
76,12028,12195
77,12028,12353
78,12028,12489
79,12028,12649
80,11910,12797
81,11910,12928
82,11910,13038
83,11910,13170
84,11340,13286
85,11340,13448
86,11340,13560
87,11204,13678
88,11204,13787
89,11122,13933
90,11122,14061
91,10816,14222
92,10816,14370
93,10816,14503
94,10534,14661
95,10534,14837
96,10534,14973
97,10534,15121
98,10426,15265
99,10366,15400
100,9623,15559
101,9623,15704
102,8773,15848
103,8773,15966
104,8773,16116
105,8773,16255
106,8773,16391
107,8773,16569
108,8773,16703
109,8706,16871
110,8706,16989
111,8445,17127
112,8445,17262
113,8445,17388
114,8197,17516
115,8132,17656
116,8132,17755
117,8132,17879
118,8132,17972
119,8113,18112
120,8046,18260
121,7460,18382
122,7377,18494
123,7377,18597
124,6562,18701
125,6562,18866
126,6562,19026
127,6562,19142
128,6562,19259
129,6562,19400
130,6562,19555
131,6469,19746
132,6469,19915
133,6469,20031
134,6469,20192
135,6324,20339
136,6324,20475
137,6027,20607
138,6027,20716
139,6027,20848
140,6027,20977
141,6027,21087
142,6027,21232
143,6027,21357
144,6027,21460
145,6027,21584
146,6027,21693
147,5968,21803
148,5968,21971
149,5960,22147
150,5749,22349
151,5706,22537
152,5706,22704
153,5706,22842
154,5706,22978
155,5606,23210
156,5606,23317
157,5253,23441
158,5253,23543
159,5197,23688
160,5197,23790
161,5197,23887
162,5197,24012
163,5197,24125
164,5197,24223
165,5197,24318
166,5197,24497
167,5197,24654
168,5197,24768
169,5197,24869
170,5106,25014
171,5038,25142
172,4779,25267
173,4779,25371
174,4779,25506
175,4779,25629
176,4779,25768
177,4779,25935
178,4779,26042
179,4779,26184
180,4417,26284
181,4417,26395
182,4216,26535
183,4216,26659
184,4073,26775
185,4073,26891
186,4073,26992
187,4073,27106
188,4073,27224
189,4073,27352
190,4073,27451
191,4073,27547
192,4073,27646
193,4073,27764
194,4073,27860
195,4073,27966
196,4073,28059
197,4073,28167
198,4073,28261
199,4073,28366
200,4073,28475
201,4031,28606
202,4031,28730
203,4031,28847
204,4031,28959
205,4031,29062
206,4031,29156
