Config(simulationDelay=10, popSize=1000, elitismPercentage=0.15, tournamentSize=3, tournamentAmount=36, maxGenerations=2000, maxStagnation=100, crossoverSwapAmount=2, crossoverChance=0.73, mutationChance=0.45), Dimensions(width=800, height=550, doorX=250, doorHeight=350, doorWidth=250)
0,85,140
1,76,254
2,15,337
3,15,423
4,0,475
5,0,533
6,0,584
7,0,615
8,0,652
9,0,681
10,0,720
11,0,753
12,0,777
13,0,811
14,0,837
15,0,863
16,0,889
17,0,911
18,0,932
19,0,958
20,0,984
21,0,1018
22,0,1045
23,0,1067
24,0,1088
25,0,1118
26,0,1139
27,0,1171
28,0,1210
29,0,1255
30,0,1299
